Date,Site,Staff Reported Positive Tests,# of Currently Positive Staff, Staff Deaths,Staff Recovered,Housing type,Isolation Inmates,Positive Inmates,Confirmed Inmate Deaths,Pending Results,Recovered Inmates,Daily Recovered,N1,N2,B.1.1.7 (Alpha),B.1.351 (Beta),P.1 (Gamma),B.1.617 (Delta),B.1.427/B.1.429 (Epsilon),N679K/Q954H (Omicron),Presumptive Cases,Average Presumptive Cases,Y,X
7/19/21,FMC,270,0,1,269,,0,0,14,0,146,,0,0,0,0,,,,,0,0,39.92127643,-83.01522634
7/26/21,FMC,270,0,1,269,,0,0,14,0,145,,0,0,,,,,,,269,0,39.92127643,-83.01522634
8/2/21,FMC,270,0,1,269,,0,0,14,0,143,,0,0,0,0,,,,,0,0,39.92127643,-83.01522634
8/9/21,FMC,271,1,1,269,,0,0,14,0,142,,0,0,0,0,0,0,0,,1,0,39.92127643,-83.01522634
8/16/21,FMC,275,5,1,269,,0,0,14,7,138,,0,0,0,0,0,0,0,,5,4,39.92127643,-83.01522634
8/23/21,FMC,275,0,1,274,,3,1,14,4,135,,6710,1755,0,0,0,1,1,,1,4,39.92127643,-83.01522634
8/30/21,FMC,277,2,1,274,,3,3,14,5,138,,400.6,68.54,0,0,0,1,1,,5,3,39.92127643,-83.01522634
9/7/21,FMC,279,3,1,275,,2,2,14,2,139,,0,0,0,0,0,0,0,,5,5,39.92127643,-83.01522634
9/13/21,FMC,280,2,1,277,,2,1,14,3,140,,0,0,0,0,0,0,0,,3,4,39.92127643,-83.01522634
9/20/21,FMC,285,6,1,278,CELLED,3,1,14,3,138,,0,0,0,0,0,0,0,,7,5,39.92127643,-83.01522634
9/27/21,FMC,287,8,1,278,CELLED,0,0,14,6,137,,0,0,0,0,0,0,0,,8,8,39.92127643,-83.01522634
10/4/21,FMC,288,4,1,283,CELLED,1,1,14,3,135,,0,0,0,0,0,0,0,,5,7,39.92127643,-83.01522634
10/11/21,FMC,289,4,1,284,CELLED,1,1,14,4,135,,0,0,0,0,0,0,0,,5,5,39.92127643,-83.01522634
10/18/21,FMC,289,4,1,284,CELLED,0,0,14,3,135,,0,0,0,0,0,0,0,,4,4,39.92127643,-83.01522634
10/25/21,FMC,293,4,1,288,CELLED,0,0,14,1,137,,0,0,0,0,0,0,0,,4,3,39.92127643,-83.01522634
11/1/21,FMC,295,2,1,292,CELLED,0,0,14,2,137,,0,0,0,0,0,0,0,,2,4,39.92127643,-83.01522634
11/8/21,FMC,295,1,1,293,CELLED,0,0,14,4,136,,0,0,0,0,0,0,0,,1,1,39.92127643,-83.01522634
11/15/21,FMC,296,0,1,295,CELLED,0,0,14,1,134,,0,0,0,0,0,0,0,,0,0,39.92127643,-83.01522634
11/22/21,FMC,296,0,1,295,CELLED,0,0,14,0,133,,21.1,23.7,0,0,0,0,0,,0,0,39.92127643,-83.01522634
11/29/21,FMC,298,2,1,295,CELLED,0,0,14,16,132,,0,0,0,0,0,0,0,,2,1,39.92127643,-83.01522634
12/6/21,FMC,298,2,1,295,CELLED,0,0,14,3,131,,0,0,0,0,0,0,0,,2,2,39.92127643,-83.01522634
12/13/21,FMC,300,2,1,297,CELLED,1,0,14,4,130,,0,0,0,0,0,0,0,,2,2,39.92127643,-83.01522634
12/20/21,FMC,300,2,1,297,CELLED,0,0,14,1,128,,0,0,0,0,0,0,0,,2,2,39.92127643,-83.01522634
12/27/21,FMC,305,5,1,299,CELLED,1,1,14,4,127,,47.9,43.4,0,0,0,0,0,1,6,4,39.92127643,-83.01522634
1/3/22,FMC,320,22,1,297,CELLED,3,3,14,4,123,,449,533,0,0,0,0,0,0,25,16,39.92127643,-83.01522634
1/10/22,FMC,329,28,1,300,CELLED,13,12,14,9,122,,96.4,,0,0,0,0,0,1,40,34,39.92127643,-83.01522634
1/17/22,FMC,339,13,1,325,CELLED,6,6,14,11,129,,123,251,,,,,,,19,32,39.92127643,-83.01522634
9/4/20,GCI,8,0,0,8,,0,0,0,48,1,,0,0,,,,,,,0,0,41.27947859,-82.02825045
9/9/20,GCI,8,0,0,8,,1,0,0,15,1,0,0,0,,,,,,,0,0,41.27947859,-82.02825045
9/15/20,GCI,8,0,0,8,,0,0,0,12,1,0,0,0,,,,,,,0,0,41.27947859,-82.02825045
9/22/20,GCI,8,0,0,8,,0,0,0,19,1,0,0,0,,,,,,,0,0,41.27947859,-82.02825045
9/29/20,GCI,8,0,0,8,,0,0,0,3,1,0,0,0,,,,,,,0,0,41.27947859,-82.02825045
10/6/20,GCI,8,0,0,8,,0,0,0,12,1,0,0,0,,,,,,,0,0,41.27947859,-82.02825045
10/13/20,GCI,12,4,0,8,,1,1,0,12,1,0,9.84,10.5,,,,,,,5,1,41.27947859,-82.02825045
10/20/20,GCI,13,5,0,8,,15,13,0,23,1,0,10.9,8.07,,,,,,,18,12,41.27947859,-82.02825045
10/27/20,GCI,17,9,0,8,,18,15,0,7,8,3,6.04,4.76,,,,,,,24,25,41.27947859,-82.02825045
11/3/20,GCI,24,9,0,15,,5,5,0,4,16,2,0,0,,,,,,,14,23,41.27947859,-82.02825045
11/10/20,GCI,26,5,0,21,,3,3,0,0,20,1,0,0,,,,,,,8,11,41.27947859,-82.02825045
11/17/20,GCI,31,7,0,24,,0,0,0,16,23,0,0,0,,,,,,,7,8,41.27947859,-82.02825045
11/24/20,GCI,33,5,0,28,,1,0,0,20,22,0,0,0,,,,,,,5,7,41.27947859,-82.02825045
12/1/20,GCI,40,10,0,30,,3,0,0,10,22,0,67.4,154,,,,,,,10,9,41.27947859,-82.02825045
12/8/20,GCI,48,13,0,35,,12,9,0,15,22,0,35.3,48.7,,,,,,,22,18,41.27947859,-82.02825045
12/15/20,GCI,62,20,0,42,,12,8,0,16,30,2,865,188,,,,,,,28,32,41.27947859,-82.02825045
12/22/20,GCI,96,39,0,57,,22,18,0,16,31,0,1820,626,,,,,,,57,52,41.27947859,-82.02825045
12/29/20,GCI,132,54,0,78,,30,27,0,11,41,-2,2390,707,,,,,,,81,81,41.27947859,-82.02825045
1/4/21,GCI,149,45,0,104,,36,36,0,2,48,6,156,209,,,,,,,81,89,41.27947859,-82.02825045
1/11/21,GCI,167,30,0,137,,18,16,1,3,76,18,43.8,52.9,,,,,,,46,61,41.27947859,-82.02825045
1/18/21,GCI,174,26,0,148,,28,26,1,4,88,0,0,0,,,,,,,52,46,41.27947859,-82.02825045
1/25/21,GCI,182,20,0,162,,17,14,3,11,106,7,0,0,,,,,,,34,39,41.27947859,-82.02825045
2/2/21,GCI,183,15,0,168,,8,8,3,15,113,0,0,0,,,,,,,23,27,41.27947859,-82.02825045
2/8/21,GCI,185,11,0,174,,10,8,4,8,119,5,0,0,,,,,,,19,24,41.27947859,-82.02825045
2/15/21,GCI,185,6,0,179,,4,4,4,1,122,0,0,0,,,,,,,10,13,41.27947859,-82.02825045
2/22/21,GCI,185,4,0,181,,0,0,4,11,125,0,0,0,,,,,,,4,5,41.27947859,-82.02825045
3/1/21,GCI,185,0,0,185,,0,0,6,0,125,0,0,0,,,,,,,0,3,41.27947859,-82.02825045
3/8/21,GCI,185,0,0,185,,0,0,6,0,125,-1,15.7,7.88,,,,,,,0,0,41.27947859,-82.02825045
3/15/21,GCI,185,0,0,185,,0,0,6,5,124,0,0,0,,,,,,,0,0,41.27947859,-82.02825045
3/22/21,GCI,185,0,0,185,,0,0,6,8,121,0,0,0,,,,,,,0,0,41.27947859,-82.02825045
3/29/21,GCI,186,1,0,185,,0,0,6,6,121,0,0,0,,,,,,,1,1,41.27947859,-82.02825045
4/5/21,GCI,186,0,0,186,,0,0,6,6,121,0,0,0,,,,,,,0,1,41.27947859,-82.02825045
4/12/21,GCI,187,1,0,186,,0,0,6,11,119,0,0,0,,,,,,,1,0,41.27947859,-82.02825045
4/19/21,GCI,187,0,0,187,,0,0,6,8,118,0,2.75,0,,,,,,,0,1,41.27947859,-82.02825045
4/26/21,GCI,189,2,0,187,,0,0,6,5,118,,241,37.4,,,,,,,2,1,41.27947859,-82.02825045
5/3/21,GCI,189,1,0,188,,0,0,6,1,118,,0,0,,,,,,,1,3,41.27947859,-82.02825045
5/10/21,GCI,190,1,0,189,,0,0,6,3,118,,0,0,,,,,,,1,2,41.27947859,-82.02825045
5/17/21,GCI,191,2,0,189,,0,0,6,11,117,,0,0,,,,,,,2,2,41.27947859,-82.02825045
5/24/21,GCI,191,1,0,190,,0,0,6,18,115,,0,0,,,,,,,1,1,41.27947859,-82.02825045
6/1/21,GCI,191,0,0,191,,0,0,6,0,113,,0,0,,,,,,,0,0,41.27947859,-82.02825045
6/7/21,GCI,191,0,0,191,,0,0,6,5,113,,0,0,,,,,,,0,0,41.27947859,-82.02825045
6/14/21,GCI,191,0,0,191,,0,0,6,2,113,,0,0,,,,,,,0,0,41.27947859,-82.02825045
6/21/21,GCI,192,1,0,191,,0,0,6,3,112,,0,0,,,,,,,1,1,41.27947859,-82.02825045
6/28/21,GCI,192,0,0,192,,0,0,6,1,113,,0,0,,,,,,,0,1,41.27947859,-82.02825045
7/6/21,GCI,193,1,0,192,,0,0,6,0,113,,0,0,,,,,,,1,1,41.27947859,-82.02825045
7/12/21,GCI,193,0,0,193,,0,0,6,2,113,,0,0,0,0,,,,,0,1,41.27947859,-82.02825045
7/19/21,GCI,193,0,0,193,,0,0,6,0,113,,0,0,0,0,,,,,0,0,41.27947859,-82.02825045
7/26/21,GCI,195,2,0,193,,0,0,6,1,113,,0,0,,,,,,,194,2,41.27947859,-82.02825045
8/2/21,GCI,196,1,0,195,,0,0,6,0,113,,0,0,0,0,,,,,1,3,41.27947859,-82.02825045
8/9/21,GCI,196,0,0,196,,0,0,6,2,113,,0,0,0,0,0,0,0,,0,1,41.27947859,-82.02825045
8/16/21,GCI,196,0,0,196,,0,0,6,2,113,,0,0,0,0,0,0,0,,0,0,41.27947859,-82.02825045
8/23/21,GCI,196,0,0,196,,0,0,6,0,112,,0,0,0,0,0,0,0,,0,0,41.27947859,-82.02825045
8/30/21,GCI,197,1,0,196,,0,0,6,2,112,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
9/7/21,GCI,198,0,0,198,,2,2,6,2,111,,0,0,0,0,0,0,0,,2,2,41.27947859,-82.02825045
9/13/21,GCI,198,0,0,198,,0,0,6,1,111,,0,0,0,0,0,0,0,,0,0,41.27947859,-82.02825045
9/20/21,GCI,199,1,0,198,COMBO,1,0,6,1,109,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
9/27/21,GCI,200,1,0,199,COMBO,0,0,6,0,109,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
10/4/21,GCI,200,1,0,199,COMBO,1,1,6,0,108,,22.2,0,0,0,0,1,1,,2,1,41.27947859,-82.02825045
10/11/21,GCI,200,0,0,200,COMBO,1,1,6,1,106,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
10/18/21,GCI,201,1,0,200,COMBO,0,0,6,3,105,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
10/25/21,GCI,204,4,0,200,COMBO,0,0,6,2,104,,0,0,0,0,0,0,0,,4,3,41.27947859,-82.02825045
11/1/21,GCI,205,1,0,204,COMBO,0,0,6,0,103,,0,0,0,0,0,0,0,,1,3,41.27947859,-82.02825045
11/8/21,GCI,206,1,0,205,COMBO,0,0,6,4,101,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
11/15/21,GCI,207,1,0,206,COMBO,0,0,6,0,100,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
11/22/21,GCI,207,0,0,207,COMBO,0,0,6,0,100,,0,0,0,0,0,0,0,,0,1,41.27947859,-82.02825045
11/29/21,GCI,208,1,0,207,COMBO,0,0,6,0,100,,0,0,0,0,0,0,0,,1,1,41.27947859,-82.02825045
12/6/21,GCI,212,3,0,209,COMBO,0,0,6,1,99,,21.7,12.7,0,0,0,1,1,,3,3,41.27947859,-82.02825045
12/13/21,GCI,215,3,0,212,COMBO,0,0,6,3,99,,4.46,0,0,0,0,0,0,,3,4,41.27947859,-82.02825045
12/20/21,GCI,218,3,0,215,COMBO,0,0,6,1,99,,0,0,0,0,0,0,0,,3,3,41.27947859,-82.02825045
12/27/21,GCI,223,10,0,213,COMBO,2,0,6,3,99,,801,1100,0,0,0,0,0,1,10,5,41.27947859,-82.02825045
1/3/22,GCI,246,42,0,204,COMBO,6,4,6,3,99,,54.6,49.1,0,0,0,0,0,1,46,35,41.27947859,-82.02825045
1/10/22,GCI,268,42,0,226,COMBO,13,12,6,7,103,,194,108,0,0,0,0,0,1,54,55,41.27947859,-82.02825045
1/17/22,GCI,272,18,0,254,COMBO,8,8,6,0,108,,0,0,,,,,,,26,26,41.27947859,-82.02825045
9/4/20,LAECI,61,-1,1,61,,0,0,4,6,30,,0,0,,,,,,,-1,-1,41.94453142,-80.53743154
9/9/20,LAECI,61,-1,1,61,,0,0,4,7,34,0,0,0,,,,,,,-1,-1,41.94453142,-80.53743154
9/15/20,LAECI,61,-1,1,61,,0,0,4,9,34,0,0,0,,,,,,,-1,-1,41.94453142,-80.53743154
9/22/20,LAECI,61,-1,1,61,,0,0,4,2,34,0,0,0,,,,,,,-1,-1,41.94453142,-80.53743154
9/29/20,LAECI,61,-1,1,61,,0,0,4,7,33,0,0,0,,,,,,,-1,-1,41.94453142,-80.53743154
10/6/20,LAECI,61,0,1,60,,0,0,4,4,32,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
10/13/20,LAECI,61,0,1,60,,0,0,4,3,32,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
10/20/20,LAECI,61,0,1,60,,0,0,4,1,33,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
10/27/20,LAECI,61,0,1,60,,0,0,4,0,32,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
11/3/20,LAECI,61,0,1,60,,0,0,4,11,31,-1,0,0,,,,,,,0,0,41.94453142,-80.53743154
11/10/20,LAECI,61,0,1,60,,1,1,4,0,30,-1,4.4,3.66,,,,,,,1,1,41.94453142,-80.53743154
11/17/20,LAECI,62,1,1,60,,0,0,4,0,29,-1,30,24.6,,,,,,,1,1,41.94453142,-80.53743154
11/24/20,LAECI,67,6,1,60,,1,1,4,11,29,0,77.7,20.7,,,,,,,7,3,41.94453142,-80.53743154
12/1/20,LAECI,71,10,1,60,,3,1,4,6,29,0,58,65.6,,,,,,,11,10,41.94453142,-80.53743154
12/8/20,LAECI,75,9,1,65,,5,5,4,0,29,0,18.3,18.5,,,,,,,14,12,41.94453142,-80.53743154
12/15/20,LAECI,75,9,1,65,,10,9,4,14,29,0,14.8,0,,,,,,,18,17,41.94453142,-80.53743154
12/22/20,LAECI,88,22,1,65,,10,9,4,18,32,0,52.7,0,,,,,,,31,27,41.94453142,-80.53743154
12/29/20,LAECI,88,22,1,65,,5,5,4,4,37,0,8.63,0,,,,,,,27,30,41.94453142,-80.53743154
1/4/21,LAECI,88,22,1,65,,5,4,4,4,38,-2,49,8.44,,,,,,,26,26,41.94453142,-80.53743154
1/11/21,LAECI,88,1,1,86,,4,4,4,1,37,0,0,0,,,,,,,5,8,41.94453142,-80.53743154
1/18/21,LAECI,92,1,1,90,,2,2,4,0,39,0,0,0,,,,,,,3,3,41.94453142,-80.53743154
1/25/21,LAECI,93,2,1,90,,1,1,4,5,39,0,0,0,,,,,,,3,3,41.94453142,-80.53743154
2/2/21,LAECI,93,2,1,90,,0,0,4,6,40,0,0,0,,,,,,,2,2,41.94453142,-80.53743154
2/8/21,LAECI,93,0,1,92,,0,0,4,21,39,0,0,0,,,,,,,0,1,41.94453142,-80.53743154
2/15/21,LAECI,93,0,1,92,,0,0,4,0,39,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
2/22/21,LAECI,93,0,1,92,,0,0,4,3,39,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
3/1/21,LAECI,93,0,1,92,,1,0,4,2,39,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
3/8/21,LAECI,93,0,1,92,,0,0,4,0,41,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
3/15/21,LAECI,93,0,1,92,,0,0,4,6,41,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
3/22/21,LAECI,93,0,1,92,,0,0,4,31,41,0,0,0,,,,,,,0,0,41.94453142,-80.53743154
3/29/21,LAECI,93,0,1,92,,1,1,4,6,40,0,0,0,,,,,,,1,1,41.94453142,-80.53743154
4/5/21,LAECI,93,0,1,92,,1,1,4,2,40,0,0,0,,,,,,,1,1,41.94453142,-80.53743154
4/12/21,LAECI,94,1,1,92,,1,1,4,0,40,0,0,0,,,,,,,2,2,41.94453142,-80.53743154
4/19/21,LAECI,95,2,1,92,,0,0,4,1,41,0,0,0,,,,,,,2,2,41.94453142,-80.53743154
4/26/21,LAECI,95,2,1,92,,0,0,4,4,41,,0,0,,,,,,,2,2,41.94453142,-80.53743154
5/3/21,LAECI,95,2,1,92,,0,0,4,6,40,,0,0,,,,,,,2,2,41.94453142,-80.53743154
5/10/21,LAECI,95,2,1,92,,0,0,4,7,39,,0,0,,,,,,,2,2,41.94453142,-80.53743154
5/17/21,LAECI,95,2,1,92,,0,0,4,3,39,,0,0,,,,,,,2,2,41.94453142,-80.53743154
5/24/21,LAECI,96,3,1,92,,0,0,4,3,39,,0,0,,,,,,,3,3,41.94453142,-80.53743154
6/1/21,LAECI,96,3,1,92,,0,0,4,5,39,,0,0,,,,,,,3,3,41.94453142,-80.53743154
6/7/21,LAECI,97,1,1,95,,0,0,4,0,39,,2.97,0,,,,,,,1,1,41.94453142,-80.53743154
6/14/21,LAECI,97,1,1,95,,0,0,4,4,39,,0,0,,,,,,,1,1,41.94453142,-80.53743154
6/21/21,LAECI,97,1,1,95,,0,0,4,7,38,,0,0,,,,,,,1,1,41.94453142,-80.53743154
6/28/21,LAECI,97,0,1,96,,0,0,4,5,40,,0,0,,,,,,,0,0,41.94453142,-80.53743154
7/6/21,LAECI,97,0,1,96,,0,0,4,0,40,,0,0,,,,,,,0,0,41.94453142,-80.53743154
7/12/21,LAECI,97,0,1,96,,0,0,4,0,40,,0,0,0,0,,,,,0,0,41.94453142,-80.53743154
7/19/21,LAECI,97,0,1,96,,0,0,4,0,38,,0,0,0,0,,,,,0,0,41.94453142,-80.53743154
7/26/21,LAECI,97,0,1,96,,0,0,4,2,38,,0,0,,,,,,,98,0,41.94453142,-80.53743154
8/2/21,LAECI,98,1,1,96,,0,0,4,5,37,,0,0,0,0,,,,,1,1,41.94453142,-80.53743154
8/9/21,LAECI,98,0,1,97,,0,0,4,0,36,,0,0,0,0,0,0,0,,0,0,41.94453142,-80.53743154
8/16/21,LAECI,98,0,1,97,,0,0,4,3,36,,3.78,0,0,0,0,1,1,,0,0,41.94453142,-80.53743154
8/23/21,LAECI,98,0,1,97,,0,0,4,6,36,,58.5,2.85,0,0,0,0,0,,0,0,41.94453142,-80.53743154
8/30/21,LAECI,99,1,1,97,,0,0,4,1,35,,280,50.8,0,0,0,0,0,,1,1,41.94453142,-80.53743154
9/7/21,LAECI,100,2,1,97,,2,1,4,15,35,,0,0,0,0,0,0,0,,3,3,41.94453142,-80.53743154
9/13/21,LAECI,102,3,1,98,,1,1,4,8,37,,11.7,0,0,0,0,1,1,,4,5,41.94453142,-80.53743154
9/20/21,LAECI,103,0,1,102,OPEN BAY,2,0,4,6,38,,0,0,0,0,0,1,1,,0,1,41.94453142,-80.53743154
9/27/21,LAECI,107,4,1,102,OPEN BAY,0,0,4,4,38,,0,0,0,0,0,1,1,,4,3,41.94453142,-80.53743154
10/4/21,LAECI,110,5,1,104,OPEN BAY,1,1,4,1,38,,0,0,0,0,0,0,0,,6,6,41.94453142,-80.53743154
10/11/21,LAECI,111,1,1,109,OPEN BAY,2,1,4,3,38,,0,0,0,0,0,0,0,,2,4,41.94453142,-80.53743154
10/18/21,LAECI,111,1,1,109,OPEN BAY,0,0,4,11,38,,0,0,0,0,0,0,0,,1,1,41.94453142,-80.53743154
10/25/21,LAECI,111,0,1,110,OPEN BAY,0,0,4,4,38,,0,0,0,0,0,0,0,,0,0,41.94453142,-80.53743154
11/1/21,LAECI,115,3,1,111,OPEN BAY,0,0,4,1,38,,0,0,0,0,0,0,0,,3,2,41.94453142,-80.53743154
11/8/21,LAECI,118,6,1,111,OPEN BAY,0,0,4,11,37,,0,0,0,0,0,1,1,,6,5,41.94453142,-80.53743154
11/15/21,LAECI,120,8,1,111,OPEN BAY,8,4,4,19,38,,122,67.7,0,0,0,1,1,,12,9,41.94453142,-80.53743154
11/22/21,LAECI,130,11,1,118,OPEN BAY,10,10,4,1,38,,0,0,0,0,0,0,0,,21,19,41.94453142,-80.53743154
11/29/21,LAECI,139,10,1,128,OPEN BAY,6,6,4,1,46,,0,0,0,0,0,0,0,,16,23,41.94453142,-80.53743154
12/6/21,LAECI,142,7,1,134,OPEN BAY,4,4,4,3,50,,0,0,0,0,0,1,1,,11,13,41.94453142,-80.53743154
12/13/21,LAECI,144,3,1,140,OPEN BAY,2,2,4,5,51,,0,0,0,0,0,0,0,,5,8,41.94453142,-80.53743154
12/20/21,LAECI,145,3,1,141,OPEN BAY,1,1,4,3,50,,3.83,0,0,0,0,0,0,,4,5,41.94453142,-80.53743154
12/27/21,LAECI,147,4,1,142,OPEN BAY,3,3,4,2,50,,3.15,0,0,0,0,0,0,0,7,6,41.94453142,-80.53743154
1/3/22,LAECI,156,14,1,141,OPEN BAY,12,6,4,6,51,,73.9,63.6,0,0,0,1,1,1,20,14,41.94453142,-80.53743154
1/10/22,LAECI,181,24,1,156,OPEN BAY,12,12,4,1,53,,37.2,50.5,0,0,0,0,0,1,36,34,41.94453142,-80.53743154
1/17/22,LAECI,191,14,1,176,OPEN BAY,7,7,4,11,58,,0,0,,,,,,,21,24,41.94453142,-80.53743154
9/4/20,LECI,41,0,0,41,,0,0,0,0,55,,0,0,,,,,,,0,0,39.43457745,-84.29859561
9/9/20,LECI,41,0,0,41,,0,0,0,6,55,0,0,0,,,,,,,0,0,39.43457745,-84.29859561
9/15/20,LECI,41,0,0,41,,0,0,0,2,54,0,0,0,,,,,,,0,0,39.43457745,-84.29859561
9/22/20,LECI,41,0,0,41,,0,0,0,1,54,0,201,183,,,,,,,0,0,39.43457745,-84.29859561
9/29/20,LECI,41,0,0,41,,0,0,0,0,54,-1,0,0,,,,,,,0,0,39.43457745,-84.29859561
10/6/20,LECI,41,0,0,41,,0,0,0,1,54,0,0,0,,,,,,,0,0,39.43457745,-84.29859561
10/13/20,LECI,43,2,0,41,,0,0,0,1,53,0,4.87,4.51,,,,,,,2,1,39.43457745,-84.29859561
10/20/20,LECI,46,4,0,42,,0,0,0,3,53,0,76.1,57.2,,,,,,,4,4,39.43457745,-84.29859561
10/27/20,LECI,49,4,0,45,,1,1,0,9,52,0,23.2,19.2,,,,,,,5,4,39.43457745,-84.29859561
11/3/20,LECI,53,7,0,46,,2,2,0,1,52,0,118,107,,,,,,,9,7,39.43457745,-84.29859561
11/10/20,LECI,62,10,0,52,,10,5,0,18,52,0,142,124,,,,,,,15,14,39.43457745,-84.29859561
11/17/20,LECI,71,14,0,57,,2,1,0,5,58,1,39.5,30.7,,,,,,,15,19,39.43457745,-84.29859561
12/1/20,LECI,92,14,0,78,,4,1,0,12,58,0,62.4,110,,,,,,,15,18,39.43457745,-84.29859561
12/8/20,LECI,102,20,0,82,,21,18,0,7,61,3,115,165,,,,,,,38,32,39.43457745,-84.29859561
12/15/20,LECI,123,23,0,100,,13,11,0,13,74,3,88,22.4,,,,,,,34,37,39.43457745,-84.29859561
12/22/20,LECI,136,19,0,117,,8,7,0,9,78,0,10.7,0,,,,,,,26,33,39.43457745,-84.29859561
12/29/20,LECI,150,18,0,132,,1,1,0,0,83,0,75.6,8.44,,,,,,,19,25,39.43457745,-84.29859561
1/4/21,LECI,151,13,0,138,,1,1,0,3,84,0,173,431,,,,,,,14,18,39.43457745,-84.29859561
1/11/21,LECI,162,10,0,152,,3,3,0,0,83,0,88.3,180,,,,,,,13,13,39.43457745,-84.29859561
1/18/21,LECI,173,16,0,157,,5,5,0,1,82,0,163,211,,,,,,,21,19,39.43457745,-84.29859561
1/25/21,LECI,185,15,1,169,,4,3,0,4,82,0,78.1,60.6,,,,,,,18,19,39.43457745,-84.29859561
2/2/21,LECI,193,11,1,181,,1,0,0,15,82,-1,15.5,7.86,,,,,,,11,16,39.43457745,-84.29859561
2/8/21,LECI,195,7,1,187,,0,0,0,0,82,0,28,5.02,,,,,,,7,9,39.43457745,-84.29859561
2/15/21,LECI,196,6,1,189,,0,0,0,1,82,0,0,0,,,,,,,6,6,39.43457745,-84.29859561
2/22/21,LECI,197,2,1,194,,0,0,0,2,82,0,0,0,,,,,,,2,4,39.43457745,-84.29859561
3/1/21,LECI,199,4,1,194,,0,0,1,26,82,0,0,0,,,,,,,4,3,39.43457745,-84.29859561
3/8/21,LECI,200,3,1,196,,0,0,1,1,84,0,0,0,,,,,,,3,3,39.43457745,-84.29859561
3/15/21,LECI,201,3,1,197,,0,0,1,1,83,0,0,0,,,,,,,3,3,39.43457745,-84.29859561
3/22/21,LECI,201,3,1,197,,0,0,1,1,84,0,0,0,,,,,,,3,3,39.43457745,-84.29859561
3/29/21,LECI,201,3,1,197,,0,0,1,5,80,0,0,0,,,,,,,3,3,39.43457745,-84.29859561
4/5/21,LECI,201,0,1,200,,0,0,1,0,80,0,0,0,,,,,,,0,1,39.43457745,-84.29859561
4/12/21,LECI,201,0,1,200,,0,0,1,8,80,0,0,0,,,,,,,0,0,39.43457745,-84.29859561
4/19/21,LECI,201,0,1,200,,0,0,1,3,79,0,0,0,,,,,,,0,0,39.43457745,-84.29859561
4/26/21,LECI,202,1,1,200,,0,0,1,2,79,,18.6,4.95,,,,,,,1,1,39.43457745,-84.29859561
5/3/21,LECI,202,0,1,201,,0,0,1,0,79,,0,0,,,,,,,0,1,39.43457745,-84.29859561
5/10/21,LECI,202,0,1,201,,0,0,1,2,78,,0,0,,,,,,,0,0,39.43457745,-84.29859561
5/17/21,LECI,202,0,1,201,,0,0,1,2,78,,0,0,,,,,,,0,0,39.43457745,-84.29859561
5/24/21,LECI,202,0,1,201,,0,0,1,0,78,,0,0,,,,,,,0,0,39.43457745,-84.29859561
6/1/21,LECI,202,0,1,201,,0,0,1,9,78,,0,0,,,,,,,0,0,39.43457745,-84.29859561
6/7/21,LECI,202,0,1,201,,0,0,1,2,77,,0,0,,,,,,,0,0,39.43457745,-84.29859561
6/14/21,LECI,203,1,1,201,,0,0,1,3,77,,0,0,,,,,,,1,0,39.43457745,-84.29859561
6/21/21,LECI,203,1,1,201,,0,0,1,1,73,,0,0,,,,,,,1,1,39.43457745,-84.29859561
6/28/21,LECI,203,1,1,201,,0,0,1,0,73,,0,0,,,,,,,1,1,39.43457745,-84.29859561
7/6/21,LECI,204,1,1,202,,0,0,1,0,72,,0,0,,,,,,,1,1,39.43457745,-84.29859561
7/12/21,LECI,204,1,1,202,,0,0,1,0,71,,0,0,0,0,,,,,1,1,39.43457745,-84.29859561
7/19/21,LECI,204,0,1,203,,0,0,1,5,70,,0,0,0,0,,,,,0,0,39.43457745,-84.29859561
7/26/21,LECI,205,1,1,203,,0,0,1,0,71,,0,0,,,,,,,203,1,39.43457745,-84.29859561
8/2/21,LECI,205,0,1,204,,0,0,1,0,70,,0,0,0,0,,,,,0,0,39.43457745,-84.29859561
8/9/21,LECI,205,0,1,204,,0,0,1,0,69,,0,0,0,0,0,0,0,,0,0,39.43457745,-84.29859561
8/16/21,LECI,207,2,1,204,,0,0,1,6,69,,0,0,0,0,0,0,0,,2,1,39.43457745,-84.29859561
8/23/21,LECI,207,2,1,204,,0,0,1,20,69,,8.17,2.67,0,0,0,1,1,,2,2,39.43457745,-84.29859561
