Date,Site,Staff Reported Positive Tests,# of Currently Positive Staff, Staff Deaths,Staff Recovered,Housing type,Isolation Inmates,Positive Inmates,Confirmed Inmate Deaths,Pending Results,Recovered Inmates,Daily Recovered,N1,N2,B.1.1.7 (Alpha),B.1.351 (Beta),P.1 (Gamma),B.1.617 (Delta),B.1.427/B.1.429 (Epsilon),N679K/Q954H (Omicron),Presumptive Cases,Average Presumptive Cases,Y,X
8/30/21,LECI,208,1,1,206,,0,0,1,17,68,,0,0,0,0,0,1,1,,1,1,39.43457745,-84.29859561
9/7/21,LECI,208,1,1,206,,0,0,1,8,68,,5.44,0,0,0,0,1,1,,1,1,39.43457745,-84.29859561
9/13/21,LECI,209,1,1,207,,1,1,1,7,65,,37.9,0,0,0,0,1,1,,2,1,39.43457745,-84.29859561
9/20/21,LECI,210,0,1,209,COMBO,2,2,1,15,64,,93.5,0,0,0,0,1,1,,2,3,39.43457745,-84.29859561
9/27/21,LECI,214,3,1,210,COMBO,1,1,1,3,63,,658,0,0,0,0,1,1,,4,4,39.43457745,-84.29859561
10/4/21,LECI,214,3,1,210,COMBO,1,1,1,192,64,,76.1,0,0,0,0,1,1,,4,4,39.43457745,-84.29859561
10/11/21,LECI,217,5,1,211,COMBO,3,3,1,27,63,,256,186,0,0,0,1,1,,8,7,39.43457745,-84.29859561
10/18/21,LECI,229,14,1,214,COMBO,0,0,1,2,64,,91,71.7,0,0,0,1,1,,14,12,39.43457745,-84.29859561
10/25/21,LECI,232,10,1,221,COMBO,1,1,1,6,65,,141,107,0,0,0,1,1,,11,12,39.43457745,-84.29859561
11/1/21,LECI,239,13,1,225,COMBO,4,4,1,1,65,,1020,721,0,0,0,1,1,,17,13,39.43457745,-84.29859561
11/8/21,LECI,251,17,1,233,COMBO,5,5,1,1,65,,137,117,0,0,0,1,1,,22,20,39.43457745,-84.29859561
11/15/21,LECI,266,27,1,238,COMBO,2,2,1,9,68,,121,124,0,0,0,1,1,,29,24,39.43457745,-84.29859561
11/22/21,LECI,266,19,1,246,COMBO,1,1,1,0,68,,8.37,8.4,0,0,0,1,1,,20,21,39.43457745,-84.29859561
11/29/21,LECI,267,1,1,265,COMBO,1,1,1,9,68,,0,0,0,0,0,0,0,,2,3,39.43457745,-84.29859561
12/6/21,LECI,269,1,1,267,COMBO,0,0,1,8,69,,0,0,0,0,0,0,0,,1,1,39.43457745,-84.29859561
12/13/21,LECI,279,3,1,275,COMBO,0,0,1,5,68,,0,0,0,0,0,0,0,,3,2,39.43457745,-84.29859561
12/20/21,LECI,279,1,1,277,COMBO,0,0,1,2,68,,0,0,0,0,0,0,0,,1,2,39.43457745,-84.29859561
12/27/21,LECI,283,5,1,277,COMBO,0,0,1,3,68,,0,3.06,0,0,0,0,0,1,5,3,39.43457745,-84.29859561
1/3/22,LECI,288,7,1,280,COMBO,0,0,1,0,68,,69,78.4,0,0,0,0,0,1,7,5,39.43457745,-84.29859561
1/10/22,LECI,311,24,1,286,COMBO,2,0,1,3,68,,302,213,0,0,0,0,0,1,24,18,39.43457745,-84.29859561
1/17/22,LECI,332,28,1,303,COMBO,3,3,1,2,68,,77.8,87.8,,,,,,,31,26,39.43457745,-84.29859561
9/4/20,LOCI,15,0,0,15,,5,4,2,22,60,,1510,1390,,,,,,,4,4,39.90437044,-83.4838252
9/9/20,LOCI,15,0,0,15,,3,2,2,21,61,1,536,1220,,,,,,,2,3,39.90437044,-83.4838252
9/15/20,LOCI,15,0,0,15,,3,2,2,26,62,1,672,897,,,,,,,2,3,39.90437044,-83.4838252
9/22/20,LOCI,15,0,0,15,,1,1,2,14,61,0,342,270,,,,,,,1,1,39.90437044,-83.4838252
9/29/20,LOCI,15,0,0,15,,0,0,3,3,61,-1,119,76.9,,,,,,,0,0,39.90437044,-83.4838252
10/6/20,LOCI,15,0,0,15,,0,0,3,20,61,0,20.6,13.6,,,,,,,0,0,39.90437044,-83.4838252
10/13/20,LOCI,21,6,0,15,,0,0,3,4,61,0,8.5,10.2,,,,,,,6,3,39.90437044,-83.4838252
10/20/20,LOCI,22,5,0,17,,0,0,3,17,60,-1,0,0,,,,,,,5,6,39.90437044,-83.4838252
10/27/20,LOCI,24,1,0,23,,1,1,3,11,60,0,17.3,15,,,,,,,2,4,39.90437044,-83.4838252
11/3/20,LOCI,24,0,0,24,,0,0,3,11,60,1,96.6,77.7,,,,,,,0,1,39.90437044,-83.4838252
11/10/20,LOCI,30,6,0,24,,7,3,3,16,59,0,224,247,,,,,,,9,7,39.90437044,-83.4838252
11/17/20,LOCI,45,18,0,27,,8,5,3,15,62,2,442,586,,,,,,,23,22,39.90437044,-83.4838252
11/24/20,LOCI,52,14,0,38,,21,14,3,31,63,0,745,261,,,,,,,28,30,39.90437044,-83.4838252
12/1/20,LOCI,66,16,0,50,,17,16,3,13,73,-2,219,98.6,,,,,,,32,32,39.90437044,-83.4838252
12/8/20,LOCI,75,19,0,56,,17,17,3,1,78,2,38.3,21,,,,,,,36,37,39.90437044,-83.4838252
12/15/20,LOCI,84,23,0,61,,18,18,3,9,83,0,16.4,0,,,,,,,41,40,39.90437044,-83.4838252
12/22/20,LOCI,91,15,0,76,,7,7,3,6,93,1,151,17.4,,,,,,,22,29,39.90437044,-83.4838252
12/29/20,LOCI,97,18,0,79,,1,1,3,8,96,2,47.7,3.12,,,,,,,19,21,39.90437044,-83.4838252
1/4/21,LOCI,102,8,0,94,,0,0,3,2,97,0,114,223,,,,,,,8,14,39.90437044,-83.4838252
1/11/21,LOCI,102,7,0,95,,0,0,4,1,95,0,50.6,86.3,,,,,,,7,8,39.90437044,-83.4838252
1/18/21,LOCI,106,7,0,99,,0,0,4,0,95,0,68.4,102,,,,,,,7,6,39.90437044,-83.4838252
1/25/21,LOCI,107,5,0,102,,0,0,6,2,95,0,218,94.1,,,,,,,5,6,39.90437044,-83.4838252
2/2/21,LOCI,115,11,0,104,,1,0,6,11,95,0,71.8,79.1,,,,,,,11,9,39.90437044,-83.4838252
2/8/21,LOCI,119,11,0,108,,1,1,6,1,95,0,40.4,3.63,,,,,,,12,12,39.90437044,-83.4838252
2/15/21,LOCI,120,4,0,116,,1,1,6,0,94,0,0,0,,,,,,,5,7,39.90437044,-83.4838252
2/22/21,LOCI,123,4,0,119,,0,0,6,2,92,-1,0,0,,,,,,,4,4,39.90437044,-83.4838252
3/1/21,LOCI,125,3,0,122,,0,0,6,7,92,0,0,0,,,,,,,3,5,39.90437044,-83.4838252
3/8/21,LOCI,126,2,0,124,,0,0,6,4,93,0,0,0,,,,,,,2,3,39.90437044,-83.4838252
3/15/21,LOCI,126,1,0,125,,0,0,6,7,93,0,0,0,,,,,,,1,1,39.90437044,-83.4838252
3/22/21,LOCI,126,0,0,126,,0,0,6,6,92,0,0,0,,,,,,,0,0,39.90437044,-83.4838252
3/29/21,LOCI,126,0,0,126,,0,0,6,0,92,0,5.04,0,,,,,,,0,0,39.90437044,-83.4838252
4/5/21,LOCI,128,2,0,126,,0,0,6,2,92,0,0,0,,,,,,,2,1,39.90437044,-83.4838252
4/12/21,LOCI,128,2,0,126,,0,0,6,4,92,0,0,0,,,,,,,2,2,39.90437044,-83.4838252
4/19/21,LOCI,130,4,0,126,,0,0,6,4,92,0,4.32,0,,,,,,,4,3,39.90437044,-83.4838252
4/26/21,LOCI,130,0,0,130,,0,0,6,11,92,,0,0,,,,,,,0,1,39.90437044,-83.4838252
5/3/21,LOCI,131,1,0,130,,1,1,6,5,94,,0,0,,,,,,,2,1,39.90437044,-83.4838252
5/10/21,LOCI,131,0,0,131,,0,0,6,1,94,,0,0,,,,,,,0,1,39.90437044,-83.4838252
5/17/21,LOCI,131,0,0,131,,0,0,6,8,94,,0,0,,,,,,,0,0,39.90437044,-83.4838252
5/24/21,LOCI,131,0,0,131,,0,0,6,6,93,,0,0,,,,,,,0,0,39.90437044,-83.4838252
6/1/21,LOCI,131,0,0,131,,0,0,6,6,92,,0,0,,,,,,,0,0,39.90437044,-83.4838252
6/7/21,LOCI,131,0,0,131,,0,0,6,3,92,,0,0,,,,,,,0,0,39.90437044,-83.4838252
6/14/21,LOCI,131,0,0,131,,0,0,6,4,92,,0,0,,,,,,,0,0,39.90437044,-83.4838252
6/21/21,LOCI,131,0,0,131,,0,0,6,3,92,,0,0,,,,,,,0,0,39.90437044,-83.4838252
6/28/21,LOCI,131,0,0,131,,0,0,6,2,92,,0,0,,,,,,,0,0,39.90437044,-83.4838252
7/6/21,LOCI,131,0,0,131,,0,0,6,2,92,,0,0,,,,,,,0,0,39.90437044,-83.4838252
7/12/21,LOCI,131,0,0,131,,0,0,6,1,91,,0,0,0,0,,,,,0,0,39.90437044,-83.4838252
7/19/21,LOCI,131,0,0,131,,0,0,6,9,90,,0,0,0,0,,,,,0,0,39.90437044,-83.4838252
7/26/21,LOCI,131,0,0,131,,0,0,6,3,90,,0,0,,,,,,,134,0,39.90437044,-83.4838252
8/2/21,LOCI,131,0,0,131,,0,0,6,2,89,,0,0,0,0,,,,,0,0,39.90437044,-83.4838252
8/9/21,LOCI,131,0,0,131,,0,0,6,1,89,,0,0,0,0,0,0,0,,0,0,39.90437044,-83.4838252
8/16/21,LOCI,131,0,0,131,,0,0,6,3,88,,0,0,0,0,0,0,0,,0,0,39.90437044,-83.4838252
8/23/21,LOCI,131,0,0,131,,0,0,6,3,88,,0,0,0,0,0,0,0,,0,0,39.90437044,-83.4838252
8/30/21,LOCI,133,2,0,131,,0,0,6,7,86,,0,0,0,0,0,0,0,,2,1,39.90437044,-83.4838252
9/7/21,LOCI,135,3,0,132,,0,0,6,1,86,,0,0,0,0,0,0,0,,3,3,39.90437044,-83.4838252
9/13/21,LOCI,136,4,0,132,,0,0,6,6,86,,0,0,0,0,0,0,0,,4,4,39.90437044,-83.4838252
9/20/21,LOCI,137,1,0,136,COMBO,0,0,6,2,86,,0,0,0,0,0,0,0,,1,2,39.90437044,-83.4838252
9/27/21,LOCI,137,1,0,136,COMBO,0,0,6,1,86,,12.2,0,0,0,0,1,1,,1,1,39.90437044,-83.4838252
10/4/21,LOCI,138,1,0,137,COMBO,0,0,6,3,85,,5.84,0,0,0,0,1,1,,1,1,39.90437044,-83.4838252
10/11/21,LOCI,138,1,0,137,COMBO,0,0,6,4,85,,47.4,4.84,0,0,0,1,1,,1,1,39.90437044,-83.4838252
10/18/21,LOCI,139,1,0,138,COMBO,2,2,6,4,84,,15.2,10.3,0,0,0,1,1,,3,1,39.90437044,-83.4838252
10/25/21,LOCI,140,1,0,139,COMBO,1,1,6,5,86,,24.8,17.2,0,0,0,1,1,,2,4,39.90437044,-83.4838252
11/1/21,LOCI,140,0,0,140,COMBO,2,2,6,3,87,,0,0,0,0,0,0,0,,2,3,39.90437044,-83.4838252
11/8/21,LOCI,145,5,0,140,COMBO,2,2,6,2,86,,32,22,0,0,0,1,1,,7,5,39.90437044,-83.4838252
11/15/21,LOCI,146,4,0,142,COMBO,0,0,6,3,89,,470,471,0,0,0,1,1,,4,6,39.90437044,-83.4838252
11/22/21,LOCI,150,7,0,143,COMBO,0,0,6,1,88,,84.2,101,0,0,0,1,1,,7,4,39.90437044,-83.4838252
11/29/21,LOCI,155,7,1,147,COMBO,1,1,6,5,88,,31.3,24.7,0,0,0,1,1,,8,7,39.90437044,-83.4838252
12/6/21,LOCI,162,10,1,151,COMBO,2,2,6,3,88,,66.7,53.7,0,0,0,1,1,,12,13,39.90437044,-83.4838252
12/13/21,LOCI,163,4,1,158,COMBO,2,2,6,1,89,,34.5,15.9,0,0,0,1,1,,6,8,39.90437044,-83.4838252
12/20/21,LOCI,165,5,1,159,COMBO,3,3,6,3,89,,23.2,18.2,0,0,0,1,1,,8,8,39.90437044,-83.4838252
12/27/21,LOCI,174,10,1,163,COMBO,2,2,6,4,89,,111,139,0,0,0,0,0,1,12,9,39.90437044,-83.4838252
1/3/22,LOCI,190,27,1,162,COMBO,1,1,6,2,91,,274,327,0,0,0,1,1,1,28,23,39.90437044,-83.4838252
1/10/22,LOCI,199,25,1,173,COMBO,5,5,6,2,90,,423,318,0,0,0,0,0,1,30,30,39.90437044,-83.4838252
1/17/22,LOCI,216,16,1,199,COMBO,6,6,6,2,92,,199,164,,,,,,,22,18,39.90437044,-83.4838252
9/4/20,LORCI,38,2,0,36,,4,4,0,18,24,,0,0,,,,,,,6,6,41.28408696,-82.01512297
9/9/20,LORCI,38,2,0,36,,2,2,0,20,26,0,0,0,,,,,,,4,4,41.28408696,-82.01512297
9/15/20,LORCI,38,2,0,36,,0,0,0,104,28,1,0,0,,,,,,,2,3,41.28408696,-82.01512297
9/22/20,LORCI,38,2,0,36,,0,0,0,35,27,0,0,0,,,,,,,2,2,41.28408696,-82.01512297
9/29/20,LORCI,37,0,0,37,,1,1,0,33,27,0,0,0,,,,,,,1,1,41.28408696,-82.01512297
10/6/20,LORCI,37,0,0,37,,1,1,0,31,27,0,0,0,,,,,,,1,1,41.28408696,-82.01512297
10/13/20,LORCI,37,0,0,37,,2,2,0,4,27,0,0,0,,,,,,,2,1,41.28408696,-82.01512297
10/20/20,LORCI,37,0,0,37,,3,3,0,7,28,-1,0,0,,,,,,,3,3,41.28408696,-82.01512297
10/27/20,LORCI,37,0,0,37,,3,3,0,46,29,0,5.23,4.47,,,,,,,3,2,41.28408696,-82.01512297
11/3/20,LORCI,41,4,0,37,,7,7,0,33,31,0,6.16,4.59,,,,,,,11,8,41.28408696,-82.01512297
11/10/20,LORCI,42,5,0,37,,8,8,0,50,32,0,28.9,28.3,,,,,,,13,12,41.28408696,-82.01512297
11/17/20,LORCI,49,11,0,38,,13,13,0,88,36,0,620,792,,,,,,,24,18,41.28408696,-82.01512297
11/24/20,LORCI,52,14,0,38,,14,14,0,89,38,1,1300,449,,,,,,,28,28,41.28408696,-82.01512297
12/1/20,LORCI,60,17,0,43,,7,7,0,31,55,0,180,372,,,,,,,24,26,41.28408696,-82.01512297
12/8/20,LORCI,74,25,0,49,,6,6,0,59,56,4,859,2440,,,,,,,31,31,41.28408696,-82.01512297
12/15/20,LORCI,87,32,0,55,,8,8,0,25,57,1,590,76.1,,,,,,,40,41,41.28408696,-82.01512297
12/22/20,LORCI,108,40,0,68,,29,29,0,29,68,-1,31.3,0,,,,,,,69,64,41.28408696,-82.01512297
12/29/20,LORCI,112,44,0,68,,8,8,0,59,93,0,82.7,40.2,,,,,,,52,64,41.28408696,-82.01512297
1/4/21,LORCI,121,31,0,90,,4,4,0,2,97,-1,273,639,,,,,,,35,41,41.28408696,-82.01512297
1/11/21,LORCI,128,38,0,90,,5,5,0,6,99,0,86.4,179,,,,,,,43,40,41.28408696,-82.01512297
1/18/21,LORCI,136,40,0,96,,5,5,0,6,99,0,85,142,,,,,,,45,44,41.28408696,-82.01512297
1/25/21,LORCI,149,24,0,125,,7,7,1,35,95,-2,26.8,28.3,,,,,,,31,41,41.28408696,-82.01512297
2/2/21,LORCI,154,18,0,136,,3,3,1,6,100,1,0,0,,,,,,,21,27,41.28408696,-82.01512297
2/8/21,LORCI,154,13,0,141,,6,6,1,30,99,-1,4.71,0,,,,,,,19,19,41.28408696,-82.01512297
2/15/21,LORCI,153,1,0,152,,2,2,1,7,101,0,76.4,218,,,,,,,3,4,41.28408696,-82.01512297
2/22/21,LORCI,153,1,0,152,,3,3,1,29,105,0,3.89,0,,,,,,,4,3,41.28408696,-82.01512297
3/1/21,LORCI,154,1,0,153,,0,0,1,1,104,1,0,0,,,,,,,1,3,41.28408696,-82.01512297
3/8/21,LORCI,154,1,0,153,,1,1,1,0,124,2,0,0,,,,,,,2,2,41.28408696,-82.01512297
3/15/21,LORCI,154,0,0,154,,3,3,1,0,124,-1,0,0,,,,,,,3,3,41.28408696,-82.01512297
3/22/21,LORCI,154,0,0,154,,1,1,1,4,123,1,0,0,,,,,,,1,2,41.28408696,-82.01512297
3/29/21,LORCI,157,3,0,154,,0,0,1,3,120,0,0,0,,,,,,,3,3,41.28408696,-82.01512297
4/5/21,LORCI,158,3,0,155,,0,0,1,18,115,-2,0,0,,,,,,,3,3,41.28408696,-82.01512297
4/12/21,LORCI,159,3,0,156,,0,0,1,0,111,0,0,0,,,,,,,3,3,41.28408696,-82.01512297
4/19/21,LORCI,159,2,0,157,,0,0,1,104,106,-1,3.36,0,,,,,,,2,2,41.28408696,-82.01512297
4/26/21,LORCI,159,2,0,157,,0,0,1,14,103,,0,0,,,,,,,2,2,41.28408696,-82.01512297
5/3/21,LORCI,160,2,0,158,,5,5,1,2,105,,0,0,,,,,,,7,4,41.28408696,-82.01512297
5/10/21,LORCI,161,3,0,158,,1,1,1,4,103,,0,0,,,,,,,4,6,41.28408696,-82.01512297
5/17/21,LORCI,161,1,0,160,,2,2,1,8,102,,0,0,,,,,,,3,3,41.28408696,-82.01512297
5/24/21,LORCI,161,0,0,161,,2,2,1,10,101,,0,0,,,,,,,2,2,41.28408696,-82.01512297
6/1/21,LORCI,161,0,0,161,,2,2,1,0,100,,6.49,0,,,,,,,2,1,41.28408696,-82.01512297
6/7/21,LORCI,161,0,0,161,,4,4,1,4,96,,0,0,,,,,,,4,3,41.28408696,-82.01512297
6/14/21,LORCI,161,0,0,161,,1,1,1,20,96,,0,0,,,,,,,1,2,41.28408696,-82.01512297
6/21/21,LORCI,162,1,0,161,,0,0,1,24,94,,0,0,,,,,,,1,0,41.28408696,-82.01512297
6/28/21,LORCI,162,1,0,161,,0,0,1,6,96,,0,0,,,,,,,1,1,41.28408696,-82.01512297
7/6/21,LORCI,162,1,0,161,,0,0,1,17,92,,0,0,,,,,,,1,1,41.28408696,-82.01512297
7/12/21,LORCI,162,0,0,162,,0,0,1,2,89,,0,0,0,0,,,,,0,0,41.28408696,-82.01512297
7/19/21,LORCI,162,0,0,162,,0,0,1,1,88,,0,0,0,0,,,,,0,0,41.28408696,-82.01512297
7/26/21,LORCI,162,0,0,162,,3,3,1,0,84,,0,0,,,,,,,156,1,41.28408696,-82.01512297
8/2/21,LORCI,163,1,0,162,,4,4,1,5,83,,404,66.8,1,0,,,,,5,4,41.28408696,-82.01512297
8/9/21,LORCI,163,1,0,162,,2,2,1,4,81,,6.23,0,0,0,0,1,1,,3,4,41.28408696,-82.01512297
8/16/21,LORCI,163,1,0,162,,3,2,1,51,82,,0,0,0,0,0,1,1,,3,3,41.28408696,-82.01512297
8/23/21,LORCI,164,2,0,162,,5,3,1,29,78,,4240,1120,0,0,0,0,0,,5,5,41.28408696,-82.01512297
8/30/21,LORCI,166,2,0,164,,8,7,1,55,77,,0,0,0,0,0,1,1,,9,3,41.28408696,-82.01512297
9/7/21,LORCI,168,4,0,164,,11,11,1,68,79,,128,0,0,0,0,1,1,,15,12,41.28408696,-82.01512297
9/13/21,LORCI,174,8,0,166,,13,12,1,42,87,,273,0,0,0,0,1,1,,20,20,41.28408696,-82.01512297
9/20/21,LORCI,180,9,0,171,CELLED,19,18,1,49,88,,279,0,0,0,0,1,1,,27,25,41.28408696,-82.01512297
9/27/21,LORCI,183,5,0,178,CELLED,15,15,1,36,97,,16.5,0,0,0,0,1,1,,20,20,41.28408696,-82.01512297
10/4/21,LORCI,183,1,0,182,CELLED,12,12,2,40,98,,40.9,0,0,0,0,1,1,,13,14,41.28408696,-82.01512297
10/11/21,LORCI,185,3,0,182,CELLED,6,6,2,56,103,,4.12,3.52,0,0,0,1,1,,9,8,41.28408696,-82.01512297
10/18/21,LORCI,188,6,0,182,CELLED,1,1,2,42,105,,0,0,0,0,0,0,0,,7,8,41.28408696,-82.01512297
10/25/21,LORCI,191,5,0,186,CELLED,2,1,2,29,105,,0,0,0,0,0,0,0,,6,7,41.28408696,-82.01512297
11/1/21,LORCI,191,5,0,186,CELLED,3,3,2,41,102,,0,0,0,0,0,0,0,,8,7,41.28408696,-82.01512297
11/8/21,LORCI,194,6,0,188,CELLED,0,0,2,54,99,,0,0,0,0,0,0,0,,6,4,41.28408696,-82.01512297
11/15/21,LORCI,197,7,0,190,CELLED,1,1,2,59,94,,0,0,0,0,0,1,1,,8,7,41.28408696,-82.01512297
11/22/21,LORCI,201,7,0,194,CELLED,7,7,2,28,91,,546,534,0,0,0,1,1,,14,11,41.28408696,-82.01512297
11/29/21,LORCI,204,8,0,196,CELLED,13,13,2,72,93,,203,151,0,0,0,1,1,,21,20,41.28408696,-82.01512297
12/6/21,LORCI,212,15,0,197,CELLED,10,10,2,49,96,,23.8,10.4,0,0,0,1,1,,25,22,41.28408696,-82.01512297
12/13/21,LORCI,219,14,0,205,CELLED,11,11,2,72,99,,3.52,0,0,0,0,1,1,,25,23,41.28408696,-82.01512297
12/20/21,LORCI,222,15,0,207,CELLED,10,8,2,42,105,,20.2,4.15,0,0,0,0,0,,23,21,41.28408696,-82.01512297
12/27/21,LORCI,229,23,0,206,CELLED,46,46,2,56,107,,983,1400,0,0,0,0,0,1,69,44,41.28408696,-82.01512297
1/3/22,LORCI,262,64,0,198,CELLED,72,72,2,45,114,,196,271,0,0,0,0,0,0,136,109,41.28408696,-82.01512297
1/10/22,LORCI,279,88,0,191,CELLED,49,49,2,97,155,,18.2,14.6,0,0,0,0,0,1,137,126,41.28408696,-82.01512297
1/17/22,LORCI,288,13,0,275,CELLED,24,24,2,154,189,,0,0,,,,,,,37,51,41.28408696,-82.01512297
9/4/20,MACI,57,19,0,38,,39,38,0,5,236,,0,496,,,,,,,57,57,39.91208343,-83.46803094
9/9/20,MACI,60,16,0,44,,36,36,0,0,242,3,954,0,,,,,,,52,59,39.91208343,-83.46803094
9/15/20,MACI,64,10,0,54,,32,32,0,1,257,7,907,1260,,,,,,,42,53,39.91208343,-83.46803094
9/22/20,MACI,64,10,0,54,,39,38,0,1,268,4,101,89.9,,,,,,,48,45,39.91208343,-83.46803094
9/29/20,MACI,66,4,0,62,,48,35,0,26,279,2,218,141,,,,,,,39,43,39.91208343,-83.46803094
10/6/20,MACI,72,7,0,65,,40,38,0,5,291,6,31.9,20.2,,,,,,,45,47,39.91208343,-83.46803094
10/13/20,MACI,73,7,0,66,,33,32,0,2,294,-3,4.44,5.47,,,,,,,39,43,39.91208343,-83.46803094
10/20/20,MACI,73,7,0,66,,8,6,0,8,316,0,0,0,,,,,,,13,21,39.91208343,-83.46803094
10/27/20,MACI,75,0,0,75,,5,5,0,1,317,0,0,0,,,,,,,5,6,39.91208343,-83.46803094
11/3/20,MACI,78,3,0,75,,5,3,2,10,316,-1,0,0,,,,,,,6,5,39.91208343,-83.46803094
11/10/20,MACI,83,6,0,77,,1,1,2,3,319,-1,0,0,,,,,,,7,6,39.91208343,-83.46803094
11/17/20,MACI,86,8,0,78,,1,0,2,4,316,0,459,607,,,,,,,8,8,39.91208343,-83.46803094
11/24/20,MACI,91,9,0,82,,6,5,2,5,314,-1,12.6,2.81,,,,,,,14,12,39.91208343,-83.46803094
12/1/20,MACI,101,11,0,90,,6,6,2,3,312,0,38.9,0,,,,,,,17,17,39.91208343,-83.46803094
12/8/20,MACI,119,23,0,96,,2,2,2,12,313,1,38.2,20.6,,,,,,,25,22,39.91208343,-83.46803094
12/15/20,MACI,125,20,0,105,,5,3,2,10,311,0,15.6,0,,,,,,,23,24,39.91208343,-83.46803094
12/22/20,MACI,135,20,0,115,,5,4,2,5,313,1,221,29.2,,,,,,,24,25,39.91208343,-83.46803094
12/29/20,MACI,141,21,0,120,,5,5,2,6,314,0,46,6.03,,,,,,,26,25,39.91208343,-83.46803094
1/4/21,MACI,155,31,0,124,,2,2,2,0,311,-1,101,200,,,,,,,33,29,39.91208343,-83.46803094
1/11/21,MACI,178,46,0,132,,4,4,2,0,311,1,141,320,,,,,,,50,45,39.91208343,-83.46803094
1/18/21,MACI,187,41,0,146,,4,4,2,0,309,0,212,666,,,,,,,45,46,39.91208343,-83.46803094
1/25/21,MACI,196,29,0,167,,8,8,2,0,307,-1,235,96.5,,,,,,,37,39,39.91208343,-83.46803094
2/2/21,MACI,208,17,0,191,,7,7,2,0,309,1,29,22.1,,,,,,,24,31,39.91208343,-83.46803094
2/8/21,MACI,215,24,0,191,,2,2,2,0,312,0,68.5,5.36,,,,,,,26,26,39.91208343,-83.46803094
2/15/21,MACI,221,27,0,194,,2,2,2,1,308,0,3.69,0,,,,,,,29,28,39.91208343,-83.46803094
2/22/21,MACI,222,4,0,218,,3,3,2,11,307,0,0,0,,,,,,,7,15,39.91208343,-83.46803094
3/1/21,MACI,222,2,0,220,,4,4,2,2,307,-1,0,0,,,,,,,6,6,39.91208343,-83.46803094
3/8/21,MACI,222,1,0,221,,3,3,2,1,305,-3,0,0,,,,,,,4,4,39.91208343,-83.46803094
3/15/21,MACI,224,2,0,222,,0,0,2,3,306,0,0,0,,,,,,,2,3,39.91208343,-83.46803094
3/22/21,MACI,226,4,0,222,,0,0,2,0,305,0,0,0,,,,,,,4,4,39.91208343,-83.46803094
3/29/21,MACI,227,1,0,226,,0,0,2,1,300,0,6.38,0,,,,,,,1,4,39.91208343,-83.46803094
4/5/21,MACI,227,0,0,227,,0,0,2,0,296,0,0,0,,,,,,,0,1,39.91208343,-83.46803094
4/12/21,MACI,228,1,0,227,,0,0,2,0,293,0,3.11,0,,,,,,,1,1,39.91208343,-83.46803094
4/19/21,MACI,231,4,0,227,,1,1,2,0,291,0,5.94,0,,,,,,,5,4,39.91208343,-83.46803094
4/26/21,MACI,233,2,0,231,,1,1,2,0,290,,0,0,,,,,,,3,4,39.91208343,-83.46803094
5/3/21,MACI,234,2,0,232,,0,0,2,0,293,,0,0,,,,,,,2,2,39.91208343,-83.46803094
5/10/21,MACI,234,1,0,233,,0,0,2,0,291,,0,0,,,,,,,1,1,39.91208343,-83.46803094
5/17/21,MACI,236,2,0,234,,0,0,2,0,289,,0,0,,,,,,,2,2,39.91208343,-83.46803094
5/24/21,MACI,236,2,0,234,,0,0,2,0,289,,0,0,,,,,,,2,2,39.91208343,-83.46803094
6/1/21,MACI,236,0,0,236,,0,0,2,0,286,,0,0,,,,,,,0,1,39.91208343,-83.46803094
6/7/21,MACI,237,1,0,236,,0,0,2,0,284,,0,0,,,,,,,1,1,39.91208343,-83.46803094
6/14/21,MACI,237,1,0,236,,0,0,2,0,283,,0,0,,,,,,,1,1,39.91208343,-83.46803094
6/21/21,MACI,238,1,0,237,,0,0,2,0,282,,0,0,,,,,,,1,1,39.91208343,-83.46803094
6/28/21,MACI,239,2,0,237,,1,1,2,0,283,,0,0,,,,,,,3,2,39.91208343,-83.46803094
7/6/21,MACI,239,0,0,239,,1,1,2,0,279,,0,0,,,,,,,1,1,39.91208343,-83.46803094
7/12/21,MACI,239,0,0,239,,0,0,2,0,279,,0,0,0,0,,,,,0,1,39.91208343,-83.46803094
7/19/21,MACI,240,1,0,239,,0,0,2,0,277,,0,0,0,0,,,,,1,1,39.91208343,-83.46803094
7/26/21,MACI,240,0,0,240,,0,0,2,0,276,,0,0,,,,,,,240,0,39.91208343,-83.46803094
8/2/21,MACI,240,0,0,240,,0,0,2,0,273,,0,0,0,0,,,,,0,0,39.91208343,-83.46803094
8/9/21,MACI,240,0,0,240,,0,0,2,0,270,,0,0,0,0,0,0,0,,0,0,39.91208343,-83.46803094
8/16/21,MACI,242,2,0,240,,1,0,2,3,269,,0,0,0,0,0,0,0,,2,2,39.91208343,-83.46803094
8/23/21,MACI,242,0,0,242,,0,0,2,14,266,,0,0,0,0,0,0,0,,0,0,39.91208343,-83.46803094
8/30/21,MACI,242,1,0,241,,0,0,2,3,265,,0,0,0,0,0,0,0,,1,0,39.91208343,-83.46803094
9/7/21,MACI,243,1,0,242,,0,0,2,3,263,,0,0,0,0,0,0,0,,1,1,39.91208343,-83.46803094
9/13/21,MACI,244,0,0,244,,0,0,2,3,263,,0,0,0,0,0,0,0,,0,1,39.91208343,-83.46803094
